comune,provincia,regione,stato,lat,long
Cortemilia, Cuneo, Piemonte, Italia,44.5794713,8.1933023
Cossano Belbo, Cuneo, Piemonte, Italia,44.6689894,8.1985786
Cravanzana, Cuneo, Piemonte, Italia,44.5746198,8.1261845
Diano d'Alba, Cuneo, Piemonte, Italia,44.6503104,8.0275084
Feisoglio, Cuneo, Piemonte, Italia,44.543739,8.104941
Gorzegno, Cuneo, Piemonte, Italia,44.512838,8.135142
Govone, Cuneo, Piemonte, Italia,44.804445,8.094036
Grinzane Cavour, Cuneo, Piemonte, Italia,44.65334,7.995036
Guarene, Cuneo, Piemonte, Italia,44.7394863,8.0348361
La Morra, Cuneo, Piemonte, Italia,44.6384797,7.9325818
Lequio Berria, Cuneo, Piemonte, Italia,44.60584,8.098139
Levice, Cuneo, Piemonte, Italia,44.538239,8.155042
Magliano Alfieri, Cuneo, Piemonte, Italia,44.769244,8.070136
Mango, Cuneo, Piemonte, Italia,44.686443,8.150239
Monchiero, Cuneo, Piemonte, Italia,44.570538,7.920236
Monforte d'Alba, Cuneo, Piemonte, Italia,44.582438,7.969637
Montà, Cuneo, Piemonte, Italia,44.813644,7.957233
Montaldo Roero, Cuneo, Piemonte, Italia,44.7687192,7.9241508
Montelupo Albese, Cuneo, Piemonte, Italia,44.62144,8.048038
Monteu Roero, Cuneo, Piemonte, Italia,44.7806865,7.9311892
Monticello d'Alba, Cuneo, Piemonte, Italia,44.7181817,7.9482038
Narzole, Cuneo, Piemonte, Italia,44.595438,7.869835
Neive, Cuneo, Piemonte, Italia,44.7260501,8.1151856
Neviglie, Cuneo, Piemonte, Italia,44.691942,8.116838
Niella Belbo, Cuneo, Piemonte, Italia,44.512738,8.079341
Novello, Cuneo, Piemonte, Italia,44.587706,7.9271159
Perletto, Cuneo, Piemonte, Italia,44.599341,8.213042
Pezzolo Valle Uzzone, Cuneo, Piemonte, Italia,44.53874,8.193943
Piobesi d'Alba, Cuneo, Piemonte, Italia,44.7350191,7.9796685
Pocapaglia, Cuneo, Piemonte, Italia,44.715241,7.882933
Priocca, Cuneo, Piemonte, Italia,44.7871846,8.0616451
Rocchetta Belbo, Cuneo, Piemonte, Italia,44.636042,8.17534
Roddi, Cuneo, Piemonte, Italia,44.679641,7.975435
Roddino, Cuneo, Piemonte, Italia,44.5738489,8.0191191
Rodello, Cuneo, Piemonte, Italia,44.62854,8.056838
San Benedetto Belbo, Cuneo, Piemonte, Italia,44.490137,8.057841
Sanfrè, Cuneo, Piemonte, Italia,44.7493842,7.8033741
Santa Vittoria d'Alba, Cuneo, Piemonte, Italia,44.698641,7.937334
Santo Stefano Belbo, Cuneo, Piemonte, Italia,44.7077401,8.2307306
Santo Stefano Roero, Cuneo, Piemonte, Italia,44.788443,7.940933
Serralunga d'Alba, Cuneo, Piemonte, Italia,44.6106859,8.0005562
Serravalle Langhe, Cuneo, Piemonte, Italia,44.559239,8.058639
Sinio, Cuneo, Piemonte, Italia,44.600339,8.019938
Sommariva del Bosco, Cuneo, Piemonte, Italia,44.768741,7.78533
Sommariva Perno, Cuneo, Piemonte, Italia,44.745642,7.900633
Torre Bormida, Cuneo, Piemonte, Italia,44.56274,8.154441
Treiso, Cuneo, Piemonte, Italia,44.6891509,8.0868452
Trezzo Tinella, Cuneo, Piemonte, Italia,44.6770492,8.1074675
Verduno, Cuneo, Piemonte, Italia,44.66614,7.930735
Vezza d'Alba, Cuneo, Piemonte, Italia,44.7636401,7.9961339
San Giorgio Scarampi, Asti, Piemonte, Italia,44.6113288,8.2424253
Agliano Terme, Asti, Piemonte, Italia,44.7910116,8.2499878
Antignano, Asti, Piemonte, Italia,44.8450593,8.1348403
Aramengo, Asti, Piemonte, Italia,45.1010819,8.0005276
Asti, Piemonte, Italia,,44.826012649999996,8.202686328987273
Azzano d'Asti, Asti, Piemonte, Italia,44.8745884,8.2677909
Baldichieri d'Asti, Asti, Piemonte, Italia,44.9059484,8.0916378
Belveglio, Asti, Piemonte, Italia,44.8304376,8.330191
Bruno, Asti, Piemonte, Italia,44.793248,8.440543
Bubbio, Asti, Piemonte, Italia,44.6636726,8.2951343
Calamandrana, Asti, Piemonte, Italia,44.7370162,8.3341542
Calliano, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia,45.967267,11.129528705971746
Calosso, Asti, Piemonte, Italia,44.739837,8.2275011
Camerano Casasco, Asti, Piemonte, Italia,44.9910127,8.0911984
Canelli, Asti, Piemonte, Italia,44.7192779,8.2871375
Cantarana, Asti, Piemonte, Italia,44.9005158,8.0302173
Capriglio, Asti, Piemonte, Italia,45.0041356,8.0079908
Casorzo, Asti, Piemonte, Italia,45.0233901,8.3345031
Cassinasco, Asti, Piemonte, Italia,44.689092,8.3032382
Castagnole delle Lanze, Asti, Piemonte, Italia,44.7511402,8.1502447
Castagnole Monferrato, Asti, Piemonte, Italia,44.9615961,8.3062346
Castel Boglione, Asti, Piemonte, Italia,44.7203956,8.3801058
Castell'Alfero, Asti, Piemonte, Italia,44.9820968,8.209929
Castellero, Asti, Piemonte, Italia,44.9243376,8.0745443
Castelletto Molina, Asti, Piemonte, Italia,44.7509549,8.4330937
Castello di Annone, Asti, Piemonte, Italia,44.8790386,8.3138895
Castelnuovo Belbo, Asti, Piemonte, Italia,44.8015336,8.4121874
Castelnuovo Calcea, Asti, Piemonte, Italia,44.7881057,8.2852996
Castel Rocchero, Asti, Piemonte, Italia,44.718346,8.415344
Cellarengo, Asti, Piemonte, Italia,44.8666894,7.9447246
Celle Enomondo, Asti, Piemonte, Italia,44.8573468,8.1223923
Cerro Tanaro, Asti, Piemonte, Italia,44.8724155,8.3602486
Cessole, Asti, Piemonte, Italia,44.6489435,8.2436398
Chiusano d'Asti, Asti, Piemonte, Italia,44.9857163,8.1171589
Cinaglio, Asti, Piemonte, Italia,44.975249,8.100033
Cisterna d'Asti, Asti, Piemonte, Italia,44.8250069,8.0046185
Coazzolo, Asti, Piemonte, Italia,44.72837,8.1453311
Cocconato, Asti, Piemonte, Italia,45.0874595,8.0392207
Corsione, Asti, Piemonte, Italia,45.0009066,8.1460557
Cortandone, Asti, Piemonte, Italia,44.9589667,8.0578022
Cortanze, Asti, Piemonte, Italia,45.015018,8.0893796
Cortazzone, Asti, Piemonte, Italia,44.9796359,8.0616622
Cortiglione, Asti, Piemonte, Italia,44.8228489,8.3588889
Cossombrato, Asti, Piemonte, Italia,44.9943201,8.136651
Costigliole d'Asti, Asti, Piemonte, Italia,44.7864182,8.1822235
Cunico, Asti, Piemonte, Italia,45.03995,8.096731
Dusino San Michele, Asti, Piemonte, Italia,44.9254929,7.9721895
Ferrere, Asti, Piemonte, Italia,44.875446,7.994732
Fontanile, Asti, Piemonte, Italia,44.7532586,8.4223508
Frinco, Asti, Piemonte, Italia,45.0049008,8.1688056
Grana, Asti, Piemonte, Italia,44.998351,8.299436
Grazzano Badoglio, Asti, Piemonte, Italia,45.0395818,8.3135527
Incisa Scapaccino, Asti, Piemonte, Italia,44.8084565,8.3734441
Isola d'Asti, Asti, Piemonte, Italia,44.8293671,8.177452
Loazzolo, Asti, Piemonte, Italia,44.669043,8.258442
Maretto, Asti, Piemonte, Italia,44.9447112,8.0342714
Moasca, Asti, Piemonte, Italia,44.7627191,8.2778224
Mombaruzzo, Asti, Piemonte, Italia,44.7713489,8.4489087
Mombercelli, Asti, Piemonte, Italia,44.8177098,8.2946688
Monale, Asti, Piemonte, Italia,44.9360495,8.0718593
Monastero Bormida, Asti, Piemonte, Italia,44.648543,8.326643
Mongardino, Asti, Piemonte, Italia,44.8492328,8.2184747
Montabone, Asti, Piemonte, Italia,44.698745,8.390644
Montafia, Asti, Piemonte, Italia,44.9892893,8.0248717
Montaldo Scarampi, Asti, Piemonte, Italia,44.830345,8.2590523
Montechiaro d'Asti, Asti, Piemonte, Italia,45.0078157,8.1121518
Montegrosso d'Asti, Asti, Piemonte, Italia,44.8239434,8.2397817
Montemagno, Asti, Piemonte, Italia,44.983701,8.3235786
Moransengo, Asti, Piemonte, Italia,45.1148302,8.025051
Nizza Monferrato, Asti, Piemonte, Italia,44.7733095,8.353709
Olmo Gentile, Asti, Piemonte, Italia,44.5858203,8.2472013
Penango, Asti, Piemonte, Italia,45.0332014,8.2502533
Piea, Asti, Piemonte, Italia,45.0251126,8.0718267
Piovà Massaia, Asti, Piemonte, Italia,45.0545319,8.0492759
Portacomaro, Asti, Piemonte, Italia,44.9574054,8.258145
Quaranti, Asti, Piemonte, Italia,44.750947,8.449144
Refrancore, Asti, Piemonte, Italia,44.9362968,8.3436607
Revigliasco d'Asti, Asti, Piemonte, Italia,44.85854,8.1582222
Roatto, Asti, Piemonte, Italia,44.9516086,8.0270155
Robella, Asti, Piemonte, Italia,45.101652,8.10193
Rocca d'Arazzo, Asti, Piemonte, Italia,44.8732125,8.2858062
Roccaverano, Asti, Piemonte, Italia,44.5921761,8.2718982
Rocchetta Palafea, Asti, Piemonte, Italia,44.7067227,8.3460034
Rocchetta Tanaro, Asti, Piemonte, Italia,44.8586714,8.3457064
San Damiano d'Asti, Asti, Piemonte, Italia,44.833445,8.063534
San Martino Alfieri, Asti, Piemonte, Italia,44.8186266,8.1091847
San Marzano Oliveto, Asti, Piemonte, Italia,44.7540212,8.2957567
San Paolo Solbrito, Asti, Piemonte, Italia,44.9505646,7.9705821
Scurzolengo, Asti, Piemonte, Italia,44.9657993,8.2784987
Serole, Asti, Piemonte, Italia,44.5538867,8.2595548
Sessame, Asti, Piemonte, Italia,44.6695002,8.337265
Settime, Asti, Piemonte, Italia,44.9624663,8.1139701
Soglio, Asti, Piemonte, Italia,44.9962983,8.0785144
Tigliole, Asti, Piemonte, Italia,44.886952,8.0753546
Tonco, Asti, Piemonte, Italia,45.0244508,8.1900358
Tonengo, Asti, Piemonte, Italia,45.117473,8.0019599
Vaglio Serra, Asti, Piemonte, Italia,44.7964063,8.3390142
Valfenera, Asti, Piemonte, Italia,44.901746,7.964331
Vesime, Asti, Piemonte, Italia,44.6368509,8.2281701
Varese, Lombardia, Italia,,45.83971285,8.754157594917665
Viarigi, Asti, Piemonte, Italia,44.9805076,8.3584546
Vigliano d'Asti, Asti, Piemonte, Italia,44.8354332,8.2319486
Villafranca d'Asti, Asti, Piemonte, Italia,44.91329,8.0325012
Villanova d'Asti, Asti, Piemonte, Italia,44.9418888,7.9375025
Villa San Secondo, Asti, Piemonte, Italia,45.005075,8.1352487
Vinchio, Asti, Piemonte, Italia,44.8073181,8.3173855
Montiglio Monferrato, Asti, Piemonte, Italia,45.0644697,8.0988611
Palazzolo Vercellese, Vercelli, Piemonte, Italia,45.186255,8.232632
Trino, Vercelli, Piemonte, Italia,45.1939397,8.2969866
Maranzana, Asti, Piemonte, Italia,44.7605633,8.4782571
Mombaldone, Asti, Piemonte, Italia,44.5695562,8.3301861
Moncalvo, Asti, Piemonte, Italia,45.0502221,8.2652199
Acqui Terme, Alessandria, Piemonte, Italia,44.675145,8.467546
Albera Ligure, Alessandria, Piemonte, Italia,44.702351,9.066158
Alessandria, Piemonte, Italia,,44.83495335,8.745030418605868
Alfiano Natta, Alessandria, Piemonte, Italia,45.048552,8.208334
Alice Bel Colle, Alessandria, Piemonte, Italia,44.726046,8.450745
Altavilla Monferrato, Alessandria, Piemonte, Italia,44.993552,8.375938
Alzano Scrivia, Alessandria, Piemonte, Italia,45.018057,8.880649
